CB Captura,EAN MUNI,Producto,Factor de ConversiÛn
7501018310752,7501018310721,Sopa La Moderna MoÒo 200 g,1
7501018310264,7501018310264,Sopa La Moderna MuniciÛn 200 g,1
7501000664382,7501000664382,Galletas Marias Doradas  278 g,1
823703160013,823703160013,Papel HigiÈnico Tender 300 Hojas Dobles 4 rollos,1
823703800025,823703800025,PiÒa Rebanada M·xima En Almibar 800 g,1
31200454560,31200454560,Jugo Ocean Arandano 1 l,1
7501026006609,7501026006609,JabÛn Rosa Venus Tocador 25 g,1
724869001595,724869001595,Malvaviscos De la Rosa CorazÛn Gigante 840 g,1
7501017003655,7501017003655,Frijol La CosteÒa Refrito Negro 820 g,1
823703800339,823703800339,Servilletas M·xima Rectangular 500 unid,1
7501058752772,7501058752772,Removedor De Manchas Vanish  450 ml,1
7500478005635,7500478005635,Galletas Gamesa Crackets 89 g,1
7501031345083,7501031345083,Refresco Mirinda Naranja 3 l,1
7501025405151,7501025405151,Blanqueador Cloralex Rendidor En Gel 950 ml,1
7501048100460,7501048100460,Aceite Cristal Vegetal 5 l,1
7501000612130,7501000612130,Galletas Cremax Chocolate 213 g,1
36731503008,36731503008,Bebida Gatorade Sabor Lima LimÛn 500 ml,1
7501017001705,7501017001705,PurÈ La CosteÒa De Tomate En Bolsa 3 kg,1
75053901,75053901,Catsup Del Monte Squeeze 320 g,1
7501003309808,7501003309808,Mermelada McCormick De Fresa 450 g,1
7501017006021,7501017006021,Chile La CosteÒa Chipotle 105 g,1
7501048100248,7501048100248,Aceite Cristal Vegetal 1.5 l,1
7501052420431,7501052420431,Frijol La Sierra Bayo Refrito 580 g,1
7501017005031,7501017005031,Chile La CosteÒa Chipotle 220 g,1
7506339323474,7506339323474,Lavatrastes Salvo LimÛn 1200 ml,1
7501048100163,7501048100163,Aceite Cristal Vegetal 1 l,1
7501013171037,7501013171037,Jugo Jumex Mango 350 ml,1
7590002040003,7590002040003,Suavizante Downy Pureza Silverstre 800 ml,1
7501026028007,7501026028007,Detergente Foca LÌquido Para Ropa 1 l,1
738545020206,738545020206,Chamoy Mega Cl·sico 4.1 kg,1
7501017005321,7501017005321,Elote La CosteÒa Entero 220 g,1
7501048100200,7501048100200,Aceite Cristal Vegetal 500 ml,1
58897020687,58897020687,Leche Astra Condensada 1 kg,1
7501199413006,7501199413006,Detergente Mas Colores Econopack 415 ml,1
7501005134712,7501005134712,Sopa Knorr Codito 95 g,1
7501069210223,7501069210223,Harina Tres Estrellas Tradicional Para Hot Cakes 1 kg,1
7501000112326,7501000112326,PanquÈ Bimbo Con Nuez 255 g,1
738545010016,738545010016,Salsa Botanera Etiqueta Amarilla 1000 ml,1
7501030490272,7501000111251,Tortillas TÌa Rosa Harina 10 Pz 255 g,1
735257001929,735257001929,Gelatina En Polvo D'Gari Leche Condensada 120 g,1
7501030478386,7501000101009,Pan Wonder Blanco Selecto Con AjonjolÌ 567 g,1
75045838,75045838,Detergente Lavatrastes AxiÛn Limon 280 ml,1
7501030478409,7501000101078,Pan Wonder Integral Con AjonjolÌ 567 g,1
7501000112500,7501000112500,Donas Bimbo  105 g,1
735257000236,735257000236,Gelatina Leche D'Gari Vainilla 120 g,1
738545010726,738545010726,Salsa Botanera Clasica 4.1 l,1
744218100014,744218100014,Gomitas Lucky Gummy Ositos 1 kg,1
7501011169715,7501011169715,Surtido De Frituras Sabrisurtido  30 unid,1
7501003106216,7501003106216,Granos de Elote Herdez  220 g,1
7501001168995,7501001168995,Shampoo Pantene Cuidado Clasico 400 ml,1
744218100021,744218100021,Gomas Lucky Gummy Frutitas 1 kg,1
7501000112425,7501000112425,Donas Bimbo Espolvoreadas 105 g,1
724869100106,724869100106,Mazap·n De la Rosa Paquete De 30 Pz 840 g,1
7501003311450,750100333782,Especias McCormick Sal Con Ajo 125 g,1
7501055908080,7501055908080,Leche Alpura Evaporada 356 ml,1
7509546073644,7509546073644,Lavatrastes AxiÛn LimÛn 1.1 l,1
7502006279754,7502006279754,Salsa Love & Kitchen Bbq 4 kg,1
7501039122099,7501039122099,Aceite Sabrosano Vegetal 850 ml,1
17501586300015,7501586300018,Harina Minsa Maiz 1 kg,1
25046501052,25046501052,Bocadin Ricolino Chocolate 50 unid,1
7501025401306,7501025401306,Blanqueador Cloralex BidÛn 10 l,1
7501013103212,7501013122053,Nectar Brick Jumex Durazno 1 l,1
823703160037,823703160037,Servilletas Tender Cuadrada 125 unid,1
7501025409593,7501025409593,Suavizante EnsueÒo Frescura Primaveral 9 l,1
7509546017143,7509546017143,Detergente Lavatrastes AxiÛn LimÛn 400 ml,1
7501026000119,7501026000119,Aceite 1-2-3 Vegetal 3.785 l,1
7501021900056,7501021900056,Sal Elefante De Mesa 1 kg,1
7509546074849,7509546074849,JabÛn Palmolive Aloe Y Oliva 8 Piezas 150 g,1
7501011115729,7501011115729,Botanas Doritos En Paquete 30 unid,1
36731106025,36731106025,Limonada Gatorade V·lvula 600 ml,1
7501073841925,7501073841925,Refresco PeÒafiel PiÒada 600 ml,1
7501003124241,7501003124241,Granos Elote Herdez Enlatados 400 g,1
7501026027482,7501026027482,Detergente Blanca Nieves Ropa Bulto 10 kg,1
741120000029,741120000029,Cloro Clarasol  3.785 ml,1
823703802104,823703802104,Detergente M·xima Color 7 l,1
744218100038,744218100038,Goma Lucky Gummy Lombrices 1 kg,1
7500366003644,7500366003644,Papas Totis Saladas 90 g,1
7506339394719,7506339394719,Toallas Femeninas Naturella Cuidado Nocturno Con Alas 8 unid,1
823703800445,823703800445,Leche M·xima Condensada 380 g,1
7501020560695,7501020560695,Leche Boreal Entera 1 l,1
758104003174,758104003174,Agua Bonafont Natural 6 l,1
7501055905034,7501055905034,Leche Alpura Entera Selecta 1 l,1
7501035905382,7501035905382,Limpiador  Fabuloso Lavanda 5 l,1
758104004775,758104004775,Juizzy Bonafont Naranja 1 l,1
7509546043579,7509546043579,Acondicionador Suavitel Baby 850 ml,1
7501019006623,7501019006623,Toallas Femeninas Saba Buenas Noches Extra Largas Con Alas 8 unid,1
7501058628831,7501058628831,Leche Carnation Evaporada 720 g,1
7501199410395,7501199410395,Detergente Mas Colores Econopack 830 ml,1
7509546016313,7509546016313,Suavizante Suavitel Aroma De Sol 850 ml,1
75002459,75002459,Cerveza Tecate  355 ml,1
75004132,75004132,Cerveza Tecate Light 355 ml,1
89826001415,7501061669289,Cerveza Tecate Light 473 ml,1
7501061696971,7501061696971,Cerveza Indio  355 ml,1
7501049999056,7501049999056,Cerveza Heineken  355 ml,1
7501049912284,7501049912284,Cerveza Dos Equis  473 ml,1
7501049967062,7501049967062,Cerveza Sol Clamato 473 ml,1
7503024416817,7503024416817,Cerveza Tecate Ambar LatÛn 473 ml,1
7501055904143,7501055904143,Leche Alpura Deslactosada Light 1 l,1
7501055900800,7501055900800,Leche Alpura Light 1 l,1
7244869001380,7244869001380,Mazap·n De la Rosa Gigante 50 g,1
7500478008919,7500478008919,Arena M·gica Inspireka  4 unid,1
7501017360604,7501017360604,Toallas Femeninas Kotex AnatÛmicas sin Alas 10 unid,1
7502281120994,7502281120994,Alimento Para Perro Ganador Sabor Pollo A La Cacerola 100 g,1
7500478008872,7500478008872,Dulce LÌquido Inspireka Frutal 4 unid,1
7500478005857,7500478005857,Galletas Gamesa Bizochitos 150 g,1
7501026005978,7501026005978,JabÛn Zote Blanco 100 g,1
7509546657851,7509546657851,Cepillo Dental Colgate Premier Clean 6 unid,1
7501018310226,7501018310226,Sopa La Moderna Crinolina 200 g,1
7501011181762,7501011181762,Agua Be Light Toronja 1.5 l,1
7500478003228,7500478003228,LimÛn Y Sal Fritos 10 Bolsas 40 g,1
10823703800985,823703800988,Papel HigiÈnico M·xima Manzanilla 400 Hojas 4 rollos,1
7503019898086,7503019898086,Galletas Magic Wafer De Chocolate 105 unid,1
7501026005404,7501026005404,JabÛn Zote Barra Azul 400 g,1
7503008426030,7503008426030,Saborizante  Bethel Concentrado De Vainilla 500 ml,1
7501005102728,7501005102728,Jugo De Soya Ades Natural 946 ml,1
823703801695,823703801695,Lenteja M·xima  500 g,1
7501013118193,7501013118193,NÈctar En Lata Jumex Manzana 355 ml,1
7502281120963,7502281120963,Alimento Para Gato Minino Plus Pollo en Caldo con Verduras 85 g,1
7509546052977,7509546052977,Lavatrastes AxiÛn Limon 900 ml,1
7622210254757,762221056302,Polvo Para Agua Tang Guayaba 8Pz 14 g,1
7622210255310,7622210255310,Polvo Tang MelÛn 8Pz 14 g,1
7622210254672,7622210254672,Polvo Tang PiÒa X 8 Uns 14 g,1
7501761810394,7500478000562,Avena Quaker Tres Minutos 375 g,1
7501943474994,7501943474994,PaÒales Diapro AnatÛmicos para Adultos Talla Mediana 10 unid,1
7501025443979,7501025443979,Suavizante EnsueÒo Argan Mandarina 850 ml,1
7622210827951,7622210827951,Galletas Ritz Fresh Stack 315 ml,1
7501005110617,7501005110617,Sazonador Knorr Arroz Rojo 10 paquetes 17 g,1
7501065908841,7501065908841,Detergente Ariel Quitagrasa 250 g,1
7501017003624,7501017003624,Frijol La CosteÒa Bayo 820 g,1
7500478019069,7500478019069,Avena Tres Minutos Bolsa 380 g,1
7501018310592,7501018310592,Pasta La Moderna Tornillo 200 g,1
7501077401705,7501077400708,Harina MASECA Antojitos 1 kg,1
7501025401610,7501025401610,Suavizante EnsueÒo Max Tela Frescura Azul 850 ml,1
7501013103342,7501013174021,Jugo Jumex Clarificado De Manzana 450 ml,1
7501055915132,7501055909810,Leche Alpura Deslactosada 250 ml,1
7501059297586,7501059297586,Jugo Sazonador Maggi PequeÒo 45 ml,1
823703802050,823703802050,Servitoalla M·xima 50 Hojas 3 unid,1
7501013109559,7501013109559,Sport IsotÛnico Jumex Mora Azul 600 ml,1
7501013109535,7501013109535,Isotonico Jumex Sport Frutas Tropiciales 600 ml,1
7501031305957,7501031305957,Refresco Sangria Casera 3 l,1
7501059211209,7501059211209,Leche Lechera Condensada 100 g,1
7501059233072,7501059233072,Leche Nido Kinder En Polvo 144 g,1
7501071900280,7501071900280,Poett Clorox Flores De Primavera 900 ml,1
7501013103373,7501013138184,Jugo Jumex Ar·ndano 1 l,1
7501018310578,7501018310578,Pasta La Moderna Caracol N¬∞ 3 200 g,1
7506306238336,7506306238336,JabÛn Zest Aqua 150 g,1
B19811,B19811,Chile M·xima JalapeÒo Rajas En Bolsa 3 kg,1
823703800940,823703800940,Duraznos M·xima En Mitades 3 kg,1
7501017020041,7501017020041,Chile La CosteÒa JalapeÒo Entero 3.65 kg,1
7501017002238,7501017002238,JalapeÒos La CosteÒa Picados 2.9 kg,1
7501058631961,7501058618696,Leche La Lechera Condensada En Bolsa 190 g,1
7501071301629,7501071301629,PurÈ De Papa Verde Valle  160 g,1
7501052472331,7501052472331,Salsa Mi Catsup Catsup 4 kg,1
8076809571197,8076809571197,Pasta Barilla Tornillo 500 g,1
7501018310608,7501018310608,Pasta La Moderna Pluma 200 g,1
7501018310554,7501018310554,Sopa La Moderna Caracol N¬∞ 1 200 g,1
7501041417282,7501041417282,At˙n Tuny Jumbo En Agua 295 g,1
823703801831,823703801831,PiÒa M·xima En Trozos 800 g,1
7501008703441,7501008703441,Galletas Cuetara Mexicanas 135 g,1
7501013100815,7501013100815,Jugo Jumex Bida De Mango 250 ml,1
7501035903234,7501035903234,Primaveral Suavitel  3 l,1
7501045400860,7501045400860,At˙n Dolores En Agua 295 g,1
7501058656162,7501058639431,Forti Lata Nido  1.56 kg,1
7501005110679,7501005110679,Sazonador Knorr Arroz Blanco 10Pz 12 g,1
7501000112302,7501000112302,PanquÈ Bimbo Con Pasas 255 g,1
823703802340,823703802340,JabÛn M·xima Liquido CÌtricos Para Manos 1 l,1
823703802326,823703802326,JabÛn M·xima Liquido Almendra 1 l,1
7509546667034,7509546667034,Desinfectante Natural Fabuloso Fresh 828 ml,1
7501083100067,7501083100067,Vinagre Barrilito Blanco 3.9 l,1
17501036622063,7501036622066,Papel HigiÈnico Regio Almendras 190 Hojas 18 rollos,1
7503000208238,7503000208238,Cereza En Almibar Loltun Con Tallo 3.5 kg,1
7501058619808,7501058619808,Carnation Nestle En Polvo 120 g,1
7501011182745,7501011182745,Botanas  Sabritas Rancheritos 10 Paquetes  400 g,1
7501057005404,7501057005404,Pomada De la Campana  35 g,1
7503003924074,7503003924074,Veladora San Juan  16 unid,1
7501048100408,7501048100408,Aceite Cristal Vegetal BidÛn 20 l,1
7501119500489,7501119500489,Gotas Antibacteriales Microdyn 12 Pz 15 ml,1
7502247335226,7502247335226,Servitoalla Elite Megaroll 1 unid,1
7501048103010,7501048103010,Aceite Canoil Puro Canola 946 ml,1
7501052472195,7501052472195,Salsa  Clemente Jacques Catsup Squeez 220 g,1
7501071902314,7501071902314,Quita Manchas Clorox Ropa Color 500 ml,1
7501102232267,7501102232267,Veladora Farolito  1 unid,1
7501200462511,7501200462511,Sustituto De Crema Lautrec  1 kg,1
7501073839885,7501073839885,Refresco PeÒafiel Limonada 600 ml,1
7501052420172,7501052420172,Frijol La Sierra Bayo Refrito 430 g,1
7501943494220,7501943494220,Toallas Femeninas Kotex Nocturnas Con Alas 10 unid,1
7502012640951,7502012640951,Veladora San Felipe EcolÛgica Espiral 1 unid,1
7501943486010,7501943493940,Toallita H˙meda Escudo  10 unid,1
7501039121740,7501039121740,Aceite Sabrosano Vegetal 315 ml,1
7501011119543,7501011119543,Cheetos Sabritas Torciditos 30 unid,1
7501039120491,7501039120491,Aceite Ave Vegetal Action Fry 20 l,1
7501021900063,7501021900063,Sal Elefante Grano 1 kg,1
758104003921,758104003921,Agua LevitÈ De Pepino Y LimÛn 1 l,1
7501007455730,7501007455730,Detergente Ariel Ropa Quita Grasa 500 g,1
823703801787,823703801787,Arroz M·xima Super 900 g,1
823703800148,823703800148,Papel Aluminio M·xima Premium No. 10 5.52 m,1
20823703800241,823703800247,Papel HigiÈnico M·xima 400 Hojas 4 rollos,1
7501102212511,7501102212511,Veladora Farolito No. 5 1 unid,1
75001162,75001162,Limpiador Multiusos Fabuloso Lavanda 500 ml,1
7501030427209,7501030427209,Barritas Marinela De PiÒa 67 g,1
7501030427193,7501030427193,Barritas Marinela De Fresa 67 g,1
7501058611062,7501058611062,Leche Carnation Evaporada 360 g,1
7501045403915,7501045403915,At˙n Dolores En Agua 133 g,1
7501045403908,7501045403908,At˙n Dolores En Aceite 133 g,1
7506339394917,7506339394917,Suavizante Downy Brisa Fresca 800 ml,1
7501001155841,7501001155841,Suavizante Downy Aroma Floral 800 ml,1
7501035910034,7501035910034,Limpiador Multiusos Fabuloso Lavanda 1 l,1
7501030464242,7501000142804,Pan TÌa Rosa Dulce Doraditas 110 g,1
7501000111534,7501000111534,Pan Bimbo Para Hot Dog Medias Noches 680 g,1
7501025403485,7501025403485,Limpiador Multiusos Pinol  828 ml,1
7501026005374,7501026005374,JabÛn Zote Barra Blanco 400 g,1
7501000664221,7501000664221,Galletas Gamesa Saladitas 186 g,1
7501000142705,7501000142705,Pan TÌa Rosa Dulce Cuernitos 100 g,1
7501000912803,7501000912803,CafÈ NescafÈ Soluble Cl·sico 42 g,1
7501000112784,7501000112784,Pan Bimbo Dulce Nito 62 g,1
7501026005671,7501026005671,JabÛn Zote Barra Rosa 400 g,1
7501000112388,7501000112388,Panquecitos Bimbo Con Chocolate 140 g,1
7501026027543,7501026027543,Detergente Blanca Nieves Bolsa Mediana 500 g,1
7501000111855,7501000111855,Pan Bimbo Molido 210 g,1
7501000113095,7501000113095,Pan Bimbo Dulce BimbuÒuelos 66 g,1
7500435120852,7500435120852,Detergente Ariel Regular 850 g,1
7501026027550,7501026027550,Detergente Blanca Nieves Bolsa Chica 250 g,1
7501000138944,7501000138944,Galletas Marinela Sponch 120 g,1
7509546051956,7509546051956,Limpiador Multiusos Fabuloso Alternativa Al Cloro 1 l,1
7501026004506,7501026004506,Detergente Roma Bolsa Jumbo 10 kg,1
7501035910041,7501035910041,Limpiador Multiusos Fabuloso Mar Fresco 1 l,1
7501000112845,7501000112845,Pan Bimbo Dulce Rebanadas Con Mantequilla 55 g,1
7501018310523,7501018310523,Sopa La Moderna Codo N.2 200 g,1
7501071900112,7501071900112,Blanqueador Clorox  500 ml,1
7501018310011,7501018310011,Sopa La Moderna De Fideo N. 0 200 g,1
27506425606041,7506425606047,Papel HigiÈnico PÈtalo Ultra Resistente 500 Hojas 6 rollos,1
27502247335671,7502247335677,Papel HigiÈnico Elite Color 287 Hojas 4 rollos,1
7500478013647,7500478013647,Galletas Emperador Chocolate 91 g,1
75000608,75000608,Blanqueador Cloralex Botella Chica 500 ml,1
750100334012,750100334012,Mayonesa McCormick  190 g,1
75000615,7500615,Blanqueador Cloralex Botella Mediana 950 ml,1
7501017004270,7501017004270,Frijol La CosteÒa Bayo Refrito 580 g,1
7501557208046,7501557208046,Veladora Aramo Vaso Limonero 1 unid,1
7501000111466,7501000111466,Pan Bimbo Integral Grande 675 g,1
750100330041,7501003340115,Mayonesa McCormick  105 g,1
7501000658923,7501000658923,Galletas Gamesa Marias 170 g,1
7501026004629,7501026004629,Detergente Roma Bolsa Chica 250 g,1
7509546008295,7509546008295,Limpiador Multiusos Fabuloso PasiÛn De Frutas 1 l,1
7501000111695,7501000111695,Bollos Bimbo Extra Grandes 15 Piezas 1200 g,1
7506475104722,7501058617873,Leche Lechera Condensada 375 ml,1
7501000112401,7501000112401,Pan Bimbo Dulce Mantecadas 125 g,1
7501026004612,7501026004612,Detergente Roma Bolsa Mediana 500 g,1
7501000142200,7501000142200,Pan TÌa Rosa Dulce Bigotes Chocolate 60 g,1
750100112166,7501000112128,Roles Bimbo De Canela 120 g,1
7501071307782,7501071307782,Frijol Isadora Bayo Refrito 430 g,1
7501404603116,7501404603116,Harina Selecta De Trigo 1 kg,1
7501000112166,7501000112166,Roles Bimbo Glaseados 135 g,1
7501018310530,7501018310530,Sopa La Moderna Codo N.3 200 g,1
7501030426912,7501000153541,Pay Marinela De Nuez Mini Duo 96 g,1
7501000149100,7501000149100,Empanizador Bimbo Crujiente 175 g,1
7502012646588,7502012646588,Veladora San Felipe EcolÛgica N. 8 1 unid,1
7501017005369,7501017005369,Mole Rojo La CosteÒa  235 g,1
7501000912889,7501000912889,Chocolate en Polvo Abuelita Granulado 1 kg,1
7501059242920,7501059242920,Chocolate Tin LarÌn 10 Piezas 21 g,1
7501055340422,7501055340422,Refresco Sidral Mundet Manzana 3 l,1
36731106032,36731106032,Bebida Hidratante Gatorade Lima LimÛn 600 ml,1
36731324009,36731324009,Bebida Hidratante Gatorade Uva 1 l,1
27501022009851,7501022009857,Bebida Hidratante Gatorade Moras 1 l,1
744607002707,744607002707,Bebida AlcohÛlica Preparada New Mix Vampiro 473 ml,1
823703800636,10823703800633,Aceite M·xima de Oliva Extra Virgen 500 ml,1
823703801992,10823703801999,Aceite M·xima de Oliva Extra Virgen SelecciÛn Especial 250 ml,1
823703801978,10823703801975,Aceite M·xima de Oliva Extra Virgen SelecciÛn Especial 500 ml,1
823703800049,10823703800046,Sopa de Pasta M·xima Codo No. 3 200 g,1
823703800063,10823703800060,Sopa de Pasta M·xima Fideo 200 g,1
823703800056,10823703800053,Sopa de Pasta M·xima Codo No. 2 200 g,1
823703800094,10823703800091,Sopa de Pasta M·xima Spaguetti 200 g,1
823703801503,10823703801500,Galletas M·xima MarÌas 160 g,1
823703800308,10823703800305,Coctel de Frutas M·xima En AlmÌbar Lata 820 g,1
823703801015,10823703801012,Aceitunas M·xima Deshuesadas 235 g,1
823703801008,10823703801005,Aceitunas M·xima Enteras 235 g,1
823703801411,10823703801418,Chiles M·xima Chipotles 105 g,1
823703801428,10823703801425,Chiles M·xima Chipotles 215 g,1
823703800360,10823703800367,CafÈ M·xima Soluble Frasco 50 g,1
823703800346,5078653,CafÈ M·xima Soluble Frasco 200 g,1
823703800353,10823703800350,CafÈ M·xima Soluble Frasco 100 g,1
823703801130,10823703801135,CafÈ M·xima Soluble Descafeinado 100 g,1
823703802333,10823703802330,JabÛn LÌquido M·xima Manzana Verde 1 l,1
823703802319,10823703802316,JabÛn LÌquido M·xima Frutos Rojos 1 l,1
823703800889,10823703800886,Aceite M·xima Vegetal 10 l,1
823703800629,10823703800626,Aceite M·xima de Oliva 3 l,1
823703801039,18233703801036,Cubos de Durazno M·xima En AlmÌbar 3 kg,1
B19812,10823703801722,Chiles JalapeÒos M·xima en Rajas Bolsa 3 kg,1
823703800742,10823703800749,Alimento L·cteo M·xima Ultra Pasteurizado 1 l,1
10823703801647,10823703801647,Papel HigiÈnico M·xima Manzanilla 600 Hojas 4 rollos,1
823703801749,10823703801746,Papel HigiÈnico M·xima AlgodÛn 400 Hojas 4 rollos,1
10823703801166,10823703801944,Papel HigiÈnico M·xima Rollo Individual 400 Hojas 1 unid,1
823703800124,10823703800121,Papel Aluminio M·xima No.5 2.9 Metros 1 unid,1
823703800155,20823703800159,Papel Aluminio M·xima Modelo 50 Tender 270 g,1
823703170050,10823703170118,Foco LED M·xima EnergÌa + Luz FrÌa 8.5W 1 unid,1
823703800407,82370380033,Servilletas M·xima Rectangulares 125 unid,1
823703802111,10823703802118,Detergente M·xima LÌquido Para Ropa Oscura 7 l,1
823703802128,10823703802125,Suavizante M·xima Rocio Primaveral 7 l,1
823703800254,10823703800916,At˙n en Aceite M·xima  140 g,1
823703800261,10823703800923,At˙n en Agua M·xima  140 g,1
823703802371,10823703802378,Agua M·xima Natural 1.5 l,1
823703802357,10823703802354,Agua M·xima Natural 500 ml,1
823703802364,10823703802361,Agua M·xima Natural 1 l,1
823703801237,20823703801231,Gelatina En Polvo Maxima Sabor Fresa 120 g,1
823703801251,20823703801255,Gelatina En Polvo Maxima Sabor Uva 120 g,1
823703800186,10823703800183,Aceitunas Maxima Deshuesadas 935 g,1
823703800947,10823703800954,Rebanadas de PiÒa Maxima En AlmÌbar 2.8 kg,1
823703800964,328703800964,Trozos de PiÒa Maxima En AlmÌbar 2.8 kg,1
823703801862,10823703801869,Chiles JalapeÒos Maxima Enteros 3 kg,1
20823703801873,20823703801873,Papel HigiÈnico Maxima Almendra 400 Hojas Dobles 4 rollos,1
10823703802040,10823703802040,Servitoalla Maxima 180 Hojas 1 unid,1
823703800438,10823703800435,Servilletas Maxima Rectangulares 250 unid,1
823703801848,823703802555,Aceite Vegetal M·xima  800 ml,1
13602000101,13602000101,Polvo para Hornear Relax  50 g,1
13602000200,13602000200,Polvo para Hornear Relax  100 g,1
658480001262,658480001262,Tostadas de MaÌz Sanissimo Cl·sica 216 g,1
807680951305,18076809578216,Pasta Barilla Spaghetti N.5 200 g,1
8076809513067,28076809513061,Pasta Barilla Codo N. 2 200 g,1
8076809513029,28076809513023,Pasta Barilla Fideo N. 0 200 g,1
8076809575676,8076809074742,Pasta Barilla Lasagne 500 g,1
8076809571197,18076809571194,Pasta Barilla Fusilli 500 g,1
8076809515207,28076809515201,Pasta Barilla Spaghetti N.5 500 g,1
16000446830,16000446830,Barras Nature Valley Crunchy con Avenga Integral y Miel 12 Piezas 252 g,1
36731135513,36731135513,Hojuelas Quaker de Avena Integral 475 g,1
7500478021314,7500478021314,Cereal Quaker en Polvo con Avena con Cocoa Sin Az˙car 300 g,1
16000446847,16000446847,Barras Nature Valley Trail Mix de Granola Suave 12 Piezas 210 g,1
7501058636423,17501058636420,AlÌmento LÌquido Carnation Base Vegetal Origen de Almendra 750 ml,1
38000148002,38000147999,"Barras Special K de Cacahuate, Ar·ndanos, Pasas y Almendras 165 g",1
38000148033,38000148026,Barras Special K de Cacahuate Sabor Chocolate Obscuro y Almendras 165 g,1
7501000909759,7501000909759,Papilla Gerber Junior Frutas Mixtas Etapa 4 Pouch 120 g,1
7501000909728,7501000909728,Papilla Gerber Junior Manzana Guayaba y Pl·tano Etapa 4 Pouch 120 g,1
7501000909742,7501000909742,Papilla Gerber Junior Pera Mango Etapa 4 Pouch 120 g,1
75003456,75003456,Papilla Gerber Frutas Tropicales Etapa 2 113 g,1
7501058614131,7501058614131,Papilla Gerber Junior Durazno Etapa 4 Pouch 110 g,1
7501058614124,7501058614124,Papilla Gerber Junior Mango Etapa 4 Pouch 110 g,1
7501058614322,7501058614322,Papilla Gerber Junior Manzana Etapa 4 Pouch 110 g,1
7501000910397,7501000910397,Papilla Gerber Guayaba Etapa 2 113 g,1
75013400,75013400,Papilla Gerber Cosecha Natural Manzana Etapa 1 71 g,1
75013332,75013332,Papilla Gerber Cosecha Natural Pera Etapa 1 71 g,1
75015374,75015374,Papilla Gerber Cosecha Natural Mango Etapa 1 71 g,1
75013363,75013363,Papilla Gerber Cosecha Natural Durazno Etapa 1 71 g,1
7501058635372,7501058635372,Papilla Gerber Comidita Casera JamÛn y Verduras Etapa 2 113 g,1
7501058651112,7501058651112,Papilla Gerber Junior Manzana Mango Etapa 4 Pouch 95 g,1
7506475102476,7506475102476,Papilla Gerber Cosecha Natural Durazno Etapa 2 100 g,1
7506475102483,7506475102483,Papilla Gerber Cosecha Natural Ciruela Pasa Etapa 2 100 g,1
7506475102490,7506475102490,Papilla Gerber Cosecha Natural Frutas Mixtas Etapa 2 100 g,1
7506475102469,7506475102469,Papilla Gerber Cosecha Natural Mango Etapa 2 100 g,1
7506475102421,7506475102421,Papilla Gerber Cosecha Natural Manzana Etapa 2 100 g,1
7506475102506,7506475102506,Papilla Gerber Cosecha Natural Pl·tano Etapa 2 100 g,1
7506475102537,7506475102537,"Papilla Gerber Comidita Casera Pollo, Verduras y Arroz Etapa 2 100 g",1
7506475102520,7506475102520,"Papilla Gerber Comidita Casera Res, Verduras y Arroz Etapa 2 100 g",1
7506475102513,7506475102513,Papilla Gerber Cosecha Natural Zanahoria Etapa 2 100 g,1
7501058656339,7501058656339,"Cereal Gerber Infantil 4 Cereales (Avena, Arroz, Trigo y Cebada) 270 g",1
7501055900060,7501055900060,Leche Alpura Vaquitas Chocolate 1 l,1
75014339,75014339,Salsa de Tomate Catsup Del Monte Squeeze 220 g,1
758104006533,758104007905,Agua LevitÈ De Sabor PiÒa Y Coco 1.4 l,1
7501055900954,7501055914814,Yoghurt Alpura Bebible con PiÒa Coco 220 g,1
7501055900404,7501055914838,Yoghurt Alpura Bebible con Durazno 220 g,1
7501055900411,7501055914821,Yoghurt Alpura Bebible con  Manzana 220 g,1
7501055900954,750105591481,Yoghurt Alpura Bebible con PiÒa Coco 220 ml,1
7501055902125,750105591485,Yoghurt Alpura Bebible con Mango 220 ml,1
7501055901968,750105591480,Yoghurt Alpura Bebible con Fresa Coco 220 g,1
7501055900404,750105591483,Yoghurt Alpura Bebible con Durazno 220 ml,1
36731504005,3673150400,Bebida Hidratante Gatorade Uva 500 ml,1
36731506009,3673150600,Bebida Hidratante Gatorade Ponche de Frutas 500 ml,1
7501055900411,750105591482,Yoghurt Alpura Bebible con  Manzana 220 ml,1
7503032460253,7503032460253,Polvo Para Agua Zuko LimÛn 8Pz 13 g,1
7501058631961,7501058631961,Leche La Lechera Condensada En Bolsa 209 g,1
7501030490272,7501030490272,Tortillas TÌa Rosa Harina 12 Pz 306 g,1
7501011123588,7501011123588,Nacho Doritos  58 g,1
758104006663,75810400788,Agua LevitÈ Fresa 1.4 l,1
97339024050,97339000054,Salsa Valentina PequeÒa 370 ml,24
41789901959,41789001956,Sopa Maruchan CamarÛn 64 g,12
41789901980,41789001987,Sopa Maruchan CamarÛn C/ Chile 64 g,12
41789901911,41789001918,Sopa Maruchan Pollo 64 g,12
7501059271364,751058632272,Chocolate Crunch 6 piezas 40 g,12
10717557059012,717557059015,Chocolate Laposse Teens Surtido 1 kg,4
17501024529855,7501024529858,Chocolate Hershey Kisses 807.5 g,5
10756774060524,756774060527,Chocolate Turin Conejo 10 unid,14
27861002900128,7861002900117,Chocolate Ferrero Rocher 8 piezas 100 g,20
